person_external_id,person_fullname,person_firstname,person_lastname,person_party_fr,person_website_parliament_url_fr,person_image_url,person_birthday,person_occupation_fr,person_gender,person_function_latest_fr
2497,Anne Bonvin Bonfanti,Anne,Bonvin Bonfanti,Ve,https://ge.ch/grandconseil/gc/depute/2497/,https://ge.ch/grandconseil/data/deputes/depute_photo_3bc10ac8c8771026f7d7489518d2d6ec.jpg,1977-01-01,"Conseillère de direction en charge de la communication, Ville de Genève",f,
25,Edouard Cuendet,Edouard,Cuendet,PLR,https://ge.ch/grandconseil/gc/depute/25/,https://ge.ch/grandconseil/data/deputes/depute_photo_4cd6319e70ca526f438d17938f1ae73f.jpg,1967-01-01,"Avocat - Directeur, Fondation Genève Place Financière",m,
2495,Aude Martenot,Aude,Martenot,EAG,https://ge.ch/grandconseil/gc/depute/2495/,https://ge.ch/grandconseil/data/deputes/depute_photo_e0a600432583a5c5f74f3310c8a497ab.jpg,1986-01-01,Secrétaire générale ONG - Chargée de projet à l’observatoire romand du droit d’asile et des étrangers - Secrétaire du Conseil de Fondation Partage,f,
2493,Maria Vittoria Romano,Maria Vittoria,Romano,S,https://ge.ch/grandconseil/gc/depute/2493/,https://ge.ch/grandconseil/data/deputes/depute_photo_d1d88650e23ec47268026c24fe99aff6.jpg,1966-01-01,Responsable RH UNIGE (cadre supérieur),f,
2496,Sébastien Thomas,Sébastien,Thomas,UDC,https://ge.ch/grandconseil/gc/depute/2496/,https://ge.ch/grandconseil/data/deputes/depute_photo_876cdb0f7cc9be5bf84df07710a90a40.jpg,1995-01-01,"Pâtissier, Jowa SA",m,
2494,Denis Chiaradonna,Denis,Chiaradonna,S,https://ge.ch/grandconseil/gc/depute/2494/,https://ge.ch/grandconseil/data/deputes/depute_photo_cdda9d6b2891da924d38ab4e6c8b79be.jpg,1976-01-01,Juriste / Transports publics genevois,m,
2489,Marta Julia Macchiavelli,Marta Julia,Macchiavelli,Ve,https://ge.ch/grandconseil/gc/depute/2489/,https://ge.ch/grandconseil/data/deputes/depute_photo_b42a0b63cc6f859f329f7f396d923508.jpg,1964-01-01,"Journaliste, consultante en communication et marketing digital, genre et développement",f,
2492,Corinne Müller Sontag,Corinne,Müller Sontag,Ve,https://ge.ch/grandconseil/gc/depute/2492/,https://ge.ch/grandconseil/data/deputes/depute_photo_6cc8908bc41ce24e991048ded70d4703.jpg,1971-01-01,"Administratrice, Musée Ariana",f,
2487,Sophie Desbiolles,Sophie,Desbiolles,Ve,https://ge.ch/grandconseil/gc/depute/2487/,https://ge.ch/grandconseil/data/deputes/depute_photo_ec0abcd1c996222696b0be7f818bc4d2.jpg,1992-01-01,Etudiante,f,
2485,Ruth Bänziger,Ruth,Bänziger,Ve,https://ge.ch/grandconseil/gc/depute/2485/,https://ge.ch/grandconseil/data/deputes/depute_photo_530209258770dc32156af717255b61be.jpg,1965-01-01,"Collaboratrice scientifique, Office fédéral de l’environnement",f,
2488,Fabienne Fischer,Fabienne,Fischer,Ve,https://ge.ch/grandconseil/gc/depute/2488/,https://ge.ch/grandconseil/data/deputes/depute_photo_e7a545371f76ce500147706564bf1bc2.jpg,1961-01-01,Avocate,f,
2486,Esther Schaufelberger,Esther,Schaufelberger,Ve,https://ge.ch/grandconseil/gc/depute/2486/,https://ge.ch/grandconseil/data/deputes/depute_photo_7721cebc81ef5960a5e9a581aa988c09.jpg,1968-01-01,"Ethnologue, spécialiste en philanthropie, CICR",f,
2483,Glenna Baillon-Lopez,Glenna,Baillon-Lopez,S,https://ge.ch/grandconseil/gc/depute/2483/,https://ge.ch/grandconseil/data/deputes/depute_photo_76af64ca9087e6a9c20a3ebc21ef3a3a.jpg,1972-01-01,Juriste,f,
2484,Guilhem Kokot,Guilhem,Kokot,S,https://ge.ch/grandconseil/gc/depute/2484/,https://ge.ch/grandconseil/data/deputes/depute_photo_db104a93c2d8f5279a44002f997a5f93.jpg,1995-01-01,Etudiant en sciences de l’éducation,m,
2482,Helena Rigotti,Helena,Rigotti,PLR,https://ge.ch/grandconseil/gc/depute/2482/,https://ge.ch/grandconseil/data/deputes/depute_photo_e5a030bfe695df1eafda8f755fc64184.jpg,1969-01-01,Administratrice - Restauratrice (indépendante),f,
2477,Nicolas Clémence,Nicolas,Clémence,S,https://ge.ch/grandconseil/gc/depute/2477/,https://ge.ch/grandconseil/data/deputes/depute_photo_8eb0cd49a39017a98934311475e27f1b.jpg,1985-01-01,"Urbaniste, Ville d’Onex",m,
2474,Françoise Nyffeler,Françoise,Nyffeler,EAG,https://ge.ch/grandconseil/gc/depute/2474/,https://ge.ch/grandconseil/data/deputes/depute_photo_b89aaa8ad591a2f9020c7fadb0cf2dac.jpg,1956-01-01,Retraitée de l’enseignement public (CO Vuillonex),f,
2472,Badia Luthi,Badia,Luthi,S,https://ge.ch/grandconseil/gc/depute/2472/,https://ge.ch/grandconseil/data/deputes/depute_photo_eead2ed3bb2337e964b13b2d05279a77.jpg,1965-01-01,Consultante en développement socio-éducatif de l’enfant (indépendante),f,
2470,Eliane Michaud Ansermet,Eliane,Michaud Ansermet,UDC,https://ge.ch/grandconseil/gc/depute/2470/,https://ge.ch/grandconseil/data/deputes/depute_photo_02e968692edbd039f206d6e594fbdf01.jpg,1952-01-01,Retraitée,f,
2468,Helena Verissimo de Freitas,Helena,Verissimo de Freitas,S,https://ge.ch/grandconseil/gc/depute/2468/,https://ge.ch/grandconseil/data/deputes/depute_photo_504b6beb273eeb566c4cb83e3752d310.jpg,1974-01-01,Secrétaire (indépendante),f,
2469,Youniss Mussa,Youniss,Mussa,S,https://ge.ch/grandconseil/gc/depute/2469/,https://ge.ch/grandconseil/data/deputes/depute_photo_395ad73801913cc23d71d48edc3ff01e.jpg,1997-01-01,,m,
2467,Emmanuel Deonna,Emmanuel,Deonna,S,https://ge.ch/grandconseil/gc/depute/2467/,https://ge.ch/grandconseil/data/deputes/depute_photo_7fa5cb9f25ea00092315a3d0dbdfd291.jpg,1979-01-01,Journaliste et critique indépendant,m,
2466,Amanda Gavilanes,Amanda,Gavilanes,S,https://ge.ch/grandconseil/gc/depute/2466/,https://ge.ch/grandconseil/data/deputes/depute_photo_598f0eeaa43e87f6103f99b971aa91b4.jpg,1983-01-01,"Chargée de communication et des relations institutionnelles, Délégation du gouvernement catalan en Suisse",f,
2462,Sylvie Jay,Sylvie,Jay,PLR,https://ge.ch/grandconseil/gc/depute/2462/,https://ge.ch/grandconseil/data/deputes/depute_photo_8457ce15706baa0223d4f570182a5175.jpg,1964-01-01,Pharmacienne,f,
2460,Pierre Bayenet,Pierre,Bayenet,EAG,https://ge.ch/grandconseil/gc/depute/2460/,https://ge.ch/grandconseil/data/deputes/depute_photo_e6559a6c6948b2dd42f76a436f4fd044.jpg,1976-01-01,Avocat,m,
2458,Martin Staub,Martin,Staub,S,https://ge.ch/grandconseil/gc/depute/2458/,https://ge.ch/grandconseil/data/deputes/depute_photo_6a8858a3c32df287344ecbb1582557e0.jpg,1984-01-01,Avocat,m,
2456,Simon Brandt,Simon,Brandt,PLR,https://ge.ch/grandconseil/gc/depute/2456/,https://ge.ch/grandconseil/data/deputes/depute_photo_defe0d769c795b6ad55e418f1da5e42c.jpg,1984-01-01,Adjoint scientifique,m,
2457,Jacques Apothéloz,Jacques,Apothéloz,PLR,https://ge.ch/grandconseil/gc/depute/2457/,https://ge.ch/grandconseil/data/deputes/depute_photo_fb6e30eff0d61afdb1fef0ca2e47e9f9.jpg,1961-01-01,"Employé de banque, Piguet Galland & Cie SA",m,
2455,Jean Burgermeister,Jean,Burgermeister,EAG,https://ge.ch/grandconseil/gc/depute/2455/,https://ge.ch/grandconseil/data/deputes/depute_photo_b8b8608f0e55850d4b55971e9b064a17.jpg,1989-01-01,"Assistant de direction, UNIA",m,
2454,Katia Leonelli,Katia,Leonelli,Ve,https://ge.ch/grandconseil/gc/depute/2454/,https://ge.ch/grandconseil/data/deputes/depute_photo_e8049ce27408a6f591843c4384f5eaa5.jpg,1997-01-01,Etudiante,f,
2452,Paloma Tschudi,Paloma,Tschudi,Ve,https://ge.ch/grandconseil/gc/depute/2452/,https://ge.ch/grandconseil/data/deputes/depute_photo_2da32fb8472b67120237f42eda9e7261.jpg,1989-01-01,Enseignante,f,
2450,Marc Fuhrmann,Marc,Fuhrmann,UDC,https://ge.ch/grandconseil/gc/depute/2450/,https://ge.ch/grandconseil/data/deputes/depute_photo_0958f5b8d4fbc0056fee91fa64400966.jpg,1968-01-01,Consultant,m,
2445,Alessandra Oriolo,Alessandra,Oriolo,Ve,https://ge.ch/grandconseil/gc/depute/2445/,https://ge.ch/grandconseil/data/deputes/depute_photo_68c2710cf9f8a877e694545d0a834ab8.jpg,1991-01-01,"Assistante communication, Théâtre du POCHE/GVE",f,
2442,Pablo Cruchon,Pablo,Cruchon,EAG,https://ge.ch/grandconseil/gc/depute/2442/,https://ge.ch/grandconseil/data/deputes/depute_photo_04ae61b5c26ba22c7882040370249a4b.jpg,1983-01-01,"Coordinateur de campagnes, Amnesty International",m,
2439,Philippe Poget,Philippe,Poget,Ve,https://ge.ch/grandconseil/gc/depute/2439/,https://ge.ch/grandconseil/data/deputes/depute_photo_1d7e2efdd033c02576d11893fb920b47.jpg,1958-01-01,Directeur bureau d’études Poget & Meynet (indépendant),m,
2438,Raphaël Coudray,Raphaël,Coudray,MCG,https://ge.ch/grandconseil/gc/depute/2438/,,1974-01-01,Conseiller en mobilité professionnelle,m,
2434,Claude Bocquet,Claude,Bocquet,PDC,https://ge.ch/grandconseil/gc/depute/2434/,https://ge.ch/grandconseil/data/deputes/depute_photo_fe1142445256e4f6e228beb30424f8cb.jpg,1962-01-01,Viticultrice (indépendante),f,
2432,Adrienne Sordet,Adrienne,Sordet,Ve,https://ge.ch/grandconseil/gc/depute/2432/,https://ge.ch/grandconseil/data/deputes/depute_photo_988d321b7a4b0b840a669ac801e3e937.jpg,1996-01-01,"Assistante HES, HEPIA (HES-SO)",f,
2431,Stéphanie Valentino,Stéphanie,Valentino,EAG,https://ge.ch/grandconseil/gc/depute/2431/,https://ge.ch/grandconseil/data/deputes/depute_photo_114a34ff94517e81785f4eb5214bf045.jpg,1990-01-01,Infirmière,f,
2429,Yvan Rochat,Yvan,Rochat,Ve,https://ge.ch/grandconseil/gc/depute/2429/,https://ge.ch/grandconseil/data/deputes/depute_photo_d9881da7b1d2a64e7914f70891ba64a1.jpg,1967-01-01,Secrétaite général de la commune de Genthod,m,
2426,Isabelle Pasquier,Isabelle,Pasquier,Ve,https://ge.ch/grandconseil/gc/depute/2426/,https://ge.ch/grandconseil/data/deputes/depute_photo_a21774ac270109208b91e733b006b088.jpg,1973-01-01,Coordinatrice romande initiative des Alpes,f,
2422,Xavier Magnin,Xavier,Magnin,LC,https://ge.ch/grandconseil/gc/depute/2422/,https://ge.ch/grandconseil/data/deputes/depute_photo_684a46776a757c4506b29996181518d4.jpg,1969-01-01,"Enseignant, Etat de Genève, DIP",m,
2420,Patrice Schaer,Patrice,Schaer,MCG,https://ge.ch/grandconseil/gc/depute/2420/,https://ge.ch/grandconseil/data/deputes/depute_photo_f5fcc47bbae108c0ec265a5248401e82.jpg,1952-01-01,Expert en fiscalité,m,
2419,Jean-Claude Cantiello,Jean-Claude,Cantiello,MCG,https://ge.ch/grandconseil/gc/depute/2419/,https://ge.ch/grandconseil/data/deputes/depute_photo_1040a5913a2123d8171243d5527edb8a.jpg,1975-01-01,"Sous-brigadier de gendarmerie, police cantonale de Genève",m,
2417,Anne Moratti,Anne,Moratti,Ve,https://ge.ch/grandconseil/gc/depute/2417/,,1970-01-01,Administratrice,f,
2416,Antoine Maulini,Antoine,Maulini,Ve,https://ge.ch/grandconseil/gc/depute/2416/,https://ge.ch/grandconseil/data/deputes/depute_photo_410f8ae8606d3fd37d3dc90d03ac81db.jpg,1987-01-01,Comédien,m,
2414,Alexandra Rys,Alexandra,Rys,PDC,https://ge.ch/grandconseil/gc/depute/2414/,https://ge.ch/grandconseil/data/deputes/depute_photo_957ceae340a3f74998b26e7168e79ac3.jpg,1965-01-01,"Membre de la direction de la Chambre de commerce, d’industrie et des services de Genève",f,
2412,Nathalie Hardyn,Nathalie,Hardyn,PLR,https://ge.ch/grandconseil/gc/depute/2412/,https://ge.ch/grandconseil/data/deputes/depute_photo_6f48ee410849f76181c4533afdee64fa.jpg,1962-01-01,"Directrice adjointe Chambre de commerce, d’industrie et des services de Genève",f,
2409,Jean Fontaine,Jean,Fontaine,MCG,https://ge.ch/grandconseil/gc/depute/2409/,https://ge.ch/grandconseil/data/deputes/depute_photo_3240fbeb3ac5d575cb28ddf4ae7e8f21.jpg,1966-01-01,Pépiniériste paysagiste,m,
2408,Patrick Hulliger,Patrick,Hulliger,HP,https://ge.ch/grandconseil/gc/depute/2408/,https://ge.ch/grandconseil/data/deputes/depute_photo_6fd4c0a32431ff3df0a1d6f2536a8ded.jpg,1957-01-01,"Commercial, Domaine des Bossons, Eric Leyvraz, Peissy",m,
2407,Claire Martenot,Claire,Martenot,EAG,https://ge.ch/grandconseil/gc/depute/2407/,https://ge.ch/grandconseil/data/deputes/depute_photo_fd6857a1278f26412068a97d6245fb16.jpg,1953-01-01,Enseignante au Cycle d’orientation,f,
2406,Delphine Bachmann,Delphine,Bachmann,LC,https://ge.ch/grandconseil/gc/depute/2406/,https://ge.ch/grandconseil/data/deputes/depute_photo_3fd632f790f16a011e1f8da85a2b5496.jpg,1988-01-01,"Chargée de projets - Clinique des Grangettes, Hirslanden",f,
2404,Patrick Malek-Asghar,Patrick,Malek-Asghar,PLR,https://ge.ch/grandconseil/gc/depute/2404/,https://ge.ch/grandconseil/data/deputes/depute_photo_63df72ef729b5e6023450dea656ac053.jpg,1964-01-01,Avocat (indépendant),m,
2405,Guillaume Käser,Guillaume,Käser,Ve,https://ge.ch/grandconseil/gc/depute/2405/,https://ge.ch/grandconseil/data/deputes/depute_photo_d351eec7092b0e56f8fadf38e906424b.jpg,1973-01-01,Administrateur,m,
2403,Maria Pérez,Maria,Pérez,EAG,https://ge.ch/grandconseil/gc/depute/2403/,https://ge.ch/grandconseil/data/deputes/depute_photo_9f8c2f7c8c4c7876996f09b4128df4c6.jpg,1969-01-01,Comédienne,f,
2402,Marko Bandler,Marko,Bandler,S,https://ge.ch/grandconseil/gc/depute/2402/,https://ge.ch/grandconseil/data/deputes/depute_photo_8483625d7d25161ec8606779deb2f46b.jpg,1975-01-01,Responsable du service de la cohésion sociale de Vernier,m,
2400,Jean Batou,Jean,Batou,EAG,https://ge.ch/grandconseil/gc/depute/2400/,https://ge.ch/grandconseil/data/deputes/depute_photo_65c3b128cee67692ec6b0480c16c172c.jpg,1954-01-01,Professeur honoraire à l’Université de Lausanne,m,
2398,Christian Decorvet,Christian,Decorvet,MCG,https://ge.ch/grandconseil/gc/depute/2398/,https://ge.ch/grandconseil/data/deputes/depute_photo_4e7b9cc91adce4d4bd4727a75af1e27e.jpg,1966-01-01,Cadre,m,
2397,Francisco Valentin,Francisco,Valentin,MCG,https://ge.ch/grandconseil/gc/depute/2397/,https://ge.ch/grandconseil/data/deputes/depute_photo_52cdf428136db8e2e8cf46c72009daa4.jpg,1960-01-01,"Fonctionnaire d’Etat, Etat de Genève, DSPS",m,
2396,Françoise Sapin,Françoise,Sapin,MCG,https://ge.ch/grandconseil/gc/depute/2396/,https://ge.ch/grandconseil/data/deputes/depute_photo_aad925ac18c6b70fe0f7d6ba95908233.jpg,1953-01-01,Fiduciaire - Indépendante,f,
2395,Maria Casares,Maria,Casares,S,https://ge.ch/grandconseil/gc/depute/2395/,https://ge.ch/grandconseil/data/deputes/depute_photo_5c7024ce4cf851228e92a992059a3f51.jpg,1960-01-01,"Département de la sécurité, responsable financière",f,
2394,Vera Figurek,Vera,Figurek,EAG,https://ge.ch/grandconseil/gc/depute/2394/,https://ge.ch/grandconseil/data/deputes/depute_photo_3790a8672487b44f636876a578e2e9c0.jpg,1977-01-01,"Enseignante école primaire, DIP - Enseignante chargée du soutien pédagogique (ECSP)",f,
2391,Geneviève Arnold,Geneviève,Arnold,PDC,https://ge.ch/grandconseil/gc/depute/2391/,https://ge.ch/grandconseil/data/deputes/depute_photo_55f2b73fb7af6f9a03c670421b1dc2e7.jpg,1961-01-01,Enseignante au post-obligatoire,f,
2393,Delphine Klopfenstein Broggini,Delphine,Klopfenstein Broggini,Ve,https://ge.ch/grandconseil/gc/depute/2393/,https://ge.ch/grandconseil/data/deputes/depute_photo_bd1dcc8ec7c579fedc0f942f87c2eb1f.jpg,1976-01-01,Co-secrétaire générale des Verts genevois,f,
2387,Christian Frey,Christian,Frey,S,https://ge.ch/grandconseil/gc/depute/2387/,https://ge.ch/grandconseil/data/deputes/depute_photo_842ed3723fd1a1f0e636338952d6a227.jpg,1949-01-01,"Psychologue FSP, consultant",m,
2390,Pierre Gauthier,Pierre,Gauthier,HP,https://ge.ch/grandconseil/gc/depute/2390/,https://ge.ch/grandconseil/data/deputes/depute_photo_57c0535e1d28f77735e5c5fea1634c28.jpg,1950-01-01,Thérapeute retraité,m,
2389,Georges Vuillod,Georges,Vuillod,PLR,https://ge.ch/grandconseil/gc/depute/2389/,https://ge.ch/grandconseil/data/deputes/depute_photo_3f85aa0ba9cf379d47987441c1f4b231.jpg,1967-01-01,Directeur,m,
2384,Frédérique Perler,Frédérique,Perler,Ve,https://ge.ch/grandconseil/gc/depute/2384/,https://ge.ch/grandconseil/data/deputes/depute_photo_d73a7cb5f2c791de5a6360e12e032c31.jpg,1960-01-01,Conseillère administrative de la Ville de Genève,f,
2386,Jean-Charles Lathion,Jean-Charles,Lathion,PDC,https://ge.ch/grandconseil/gc/depute/2386/,https://ge.ch/grandconseil/data/deputes/depute_photo_2cb2b74ab769053d14216dc4558a5561.jpg,1950-01-01,Ancien Directeur à l’OFPC / Retraité de la fonction publique (DIP),m,
2385,Michel Baud,Michel,Baud,UDC,https://ge.ch/grandconseil/gc/depute/2385/,https://ge.ch/grandconseil/data/deputes/depute_photo_e0a7c269dd0863e13f94c0c3533841a8.jpg,1963-01-01,,m,
2379,Ronald Zacharias,Ronald,Zacharias,HP,https://ge.ch/grandconseil/gc/depute/2379/,https://ge.ch/grandconseil/data/deputes/depute_photo_881a726d640b9cfd8f59edde4f45e6e9.jpg,1949-01-01,Propriétaire & promoteur immobilier / Avocat,m,
2381,Sandra Golay,Sandra,Golay,MCG,https://ge.ch/grandconseil/gc/depute/2381/,https://ge.ch/grandconseil/data/deputes/depute_photo_e022df9339b09657ac8be84517b461ad.jpg,1963-01-01,Expert-comptable,f,
2374,Thomas Bläsi,Thomas,Bläsi,UDC,https://ge.ch/grandconseil/gc/depute/2374/,https://ge.ch/grandconseil/data/deputes/depute_photo_14aadb53c19ac0c0ec55746062bd6311.jpg,1971-01-01,Pharmacien responsable (indépendant),m,
2377,Jean Sanchez,Jean,Sanchez,MCG,https://ge.ch/grandconseil/gc/depute/2377/,https://ge.ch/grandconseil/data/deputes/depute_photo_f37d0b19ab44a73727e0c3a886ff9188.jpg,1960-01-01,,m,
2376,Carlos Medeiros,Carlos,Medeiros,HP,https://ge.ch/grandconseil/gc/depute/2376/,https://ge.ch/grandconseil/data/deputes/depute_photo_248f620ded26ce763af5e304ec148532.jpg,1965-01-01,Directeur / Administrateur,m,
2371,Olivier Cerutti,Olivier,Cerutti,PDC,https://ge.ch/grandconseil/gc/depute/2371/,https://ge.ch/grandconseil/data/deputes/depute_photo_1d5296fe60622561fce0bbc0c213752f.jpg,1962-01-01,"Entrepreneur, Cerutti Sanitaires SA (salarié, directeur général et administrateur)",m,
2370,François Lance,François,Lance,PDC,https://ge.ch/grandconseil/gc/depute/2370/,https://ge.ch/grandconseil/data/deputes/depute_photo_b6523311d26892f9f4ae3cdd0859e617.jpg,1953-01-01,Retraité,m,
2373,Michel Amaudruz,Michel,Amaudruz,UDC,https://ge.ch/grandconseil/gc/depute/2373/,https://ge.ch/grandconseil/data/deputes/depute_photo_0bf14e9262356511ab33e2904e3f6e8d.jpg,1939-01-01,Avocat,m,
2372,Jean-Luc Forni,Jean-Luc,Forni,PDC,https://ge.ch/grandconseil/gc/depute/2372/,https://ge.ch/grandconseil/data/deputes/depute_photo_b920952ff52d4c5da1f7671b62cc21f9.jpg,1954-01-01,Pharmacien,m,
2367,Mathias Buschbeck,Mathias,Buschbeck,Ve,https://ge.ch/grandconseil/gc/depute/2367/,https://ge.ch/grandconseil/data/deputes/depute_photo_e59c924293c911247099f3cc35e53ad3.jpg,1975-01-01,,m,
2366,Boris Calame,Boris,Calame,HP,https://ge.ch/grandconseil/gc/depute/2366/,https://ge.ch/grandconseil/data/deputes/depute_photo_05b6a2e66bb6a1accea8934f5238cfff.jpg,1965-01-01,"Designer et Ecologue, Atelier Boris Calame SGD l graphic design, communication visuelle et environnement (indépendant)",m,
2369,Jean-Michel Bugnion,Jean-Michel,Bugnion,Ve,https://ge.ch/grandconseil/gc/depute/2369/,https://ge.ch/grandconseil/data/deputes/depute_photo_cb8d320de8cd4a7280b7b0bd24f3d586.jpg,1950-01-01,Directeur de Cycle d’orientation (plend au 30.09.2013),m,
2368,Sarah Klopmann,Sarah,Klopmann,Ve,https://ge.ch/grandconseil/gc/depute/2368/,https://ge.ch/grandconseil/data/deputes/depute_photo_573e7b2b46f5f9e553a670408d99118a.jpg,1982-01-01,Masseuse thérapeutique,f,
2363,Raymond Wicky,Raymond,Wicky,PLR,https://ge.ch/grandconseil/gc/depute/2363/,https://ge.ch/grandconseil/data/deputes/depute_photo_f72a70e166bfe386fdb333e61b388235.jpg,1954-01-01,Indépendant,m,
2362,Bénédicte Montant,Bénédicte,Montant,PLR,https://ge.ch/grandconseil/gc/depute/2362/,https://ge.ch/grandconseil/data/deputes/depute_photo_770f93d4b18a3f2ca5b102c85864b858.jpg,1965-01-01,Architecte,f,
